id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
529,TCK-DRWB2SE,Low,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-09-20,2024-09-30,henry,2024-09-20 14:00:18
530,TCK-REV361X,Critical,In Progress,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-02,,fatima,2024-04-02 23:59:46
531,TCK-SNBTI22,High,In Progress,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-03-30,,henry,2024-03-30 06:40:44
532,TCK-NV01ZDE,Medium,In Progress,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-24,,alice,2024-04-24 20:42:09
533,TCK-RI4K5OG,Medium,Resolved,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-14,2024-04-18,fatima,2024-04-14 03:28:41
534,TCK-Z2UEAXY,Critical,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-07-14,2024-07-15,alice,2024-07-14 14:19:43
535,TCK-LNFXJ4P,Low,Open,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-11-09,,alice,2024-11-09 01:35:23
536,TCK-NJY1O2R,Low,Closed,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-23,2024-04-25,henry,2024-04-23 08:43:37
537,TCK-NTJLMZ0,High,Resolved,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-03-15,2024-03-27,george,2024-03-15 05:45:00
538,TCK-4X0QZFH,High,Resolved,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-04,2024-08-15,charlie,2024-08-04 09:58:04
539,TCK-OMTZZF8,Low,In Progress,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-10-03,,fatima,2024-10-03 22:52:04
540,TCK-ADF7PCH,Medium,Resolved,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-09-05,2024-09-06,irene,2024-09-05 19:34:42
541,TCK-CBN9WSZ,Medium,Open,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-06-12,,george,2024-06-12 10:37:38
542,TCK-V83XPHX,Low,Open,Access,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-12-22,,charlie,2024-12-22 02:25:48
543,TCK-2KBVSIG,High,Open,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-07-10,,fatima,2024-07-10 07:54:36
544,TCK-BIAF92M,Medium,Open,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-14,,diana,2024-08-14 17:58:02
545,TCK-OVS0CDK,High,In Progress,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-25,,charlie,2024-06-25 14:58:27
546,TCK-36M8JVH,Low,Resolved,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-08,2024-04-12,irene,2024-04-08 20:07:39
547,TCK-7UJODCK,Medium,Open,Hardware,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-02-05,,bob,2024-02-05 04:24:49
548,TCK-82853UY,Medium,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-05,2024-04-07,alice,2024-04-05 13:25:30
549,TCK-8U118QQ,High,In Progress,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-05-31,,bob,2024-05-31 02:47:11
550,TCK-VAECW9Y,High,Closed,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-05-30,2024-05-31,george,2024-05-30 03:49:51
551,TCK-IL8SA3I,Medium,Closed,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-08,2024-07-22,alice,2024-07-08 18:21:52
552,TCK-DY3C7RM,Medium,Open,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-11,,fatima,2024-08-11 11:52:11
553,TCK-6J8Y6RH,Medium,In Progress,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-02-06,,george,2024-02-06 14:55:52
554,TCK-05HHIWF,Critical,Open,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-09-24,,irene,2024-09-24 16:25:05
555,TCK-D7YXW1T,Low,Resolved,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-07-01,2024-07-07,henry,2024-07-01 06:00:05
556,TCK-BRWR965,Critical,Resolved,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-01-13,2024-01-15,fatima,2024-01-13 09:12:10
557,TCK-R96KHUB,Low,Open,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-05,,charlie,2024-10-05 07:33:00
558,TCK-2RTSOYG,Critical,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-04,2024-08-13,henry,2024-08-04 18:25:30
559,TCK-9ZQYAHU,Medium,Open,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-12-20,,george,2024-12-20 01:37:30
560,TCK-LWJTIQW,Critical,Open,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-12-26,,charlie,2024-12-26 16:49:37
561,TCK-NRHZN4K,Low,Resolved,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-10-12,2024-10-16,irene,2024-10-12 00:58:21
562,TCK-GEUIDJI,Medium,In Progress,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-09-29,,bob,2024-09-29 02:39:53
563,TCK-PNF8F3G,High,Resolved,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-03-02,2024-03-07,charlie,2024-03-02 23:15:37
564,TCK-R94SZ2K,High,In Progress,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-03-24,,bob,2024-03-24 16:49:02
565,TCK-UUOYC3R,High,Closed,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-08-04,2024-08-15,alice,2024-08-04 13:52:38
566,TCK-WQMMU7J,High,Open,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-12-07,,diana,2024-12-07 12:30:43
567,TCK-AE58HUX,Low,In Progress,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-07-05,,edward,2024-07-05 14:32:22
568,TCK-G2MYR06,Medium,Resolved,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-01-19,2024-01-27,fatima,2024-01-19 07:04:40
569,TCK-NKWFG3M,Low,In Progress,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-06-25,,edward,2024-06-25 14:26:32
570,TCK-WU4CFIL,Medium,Closed,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-04-09,2024-04-13,alice,2024-04-09 01:22:31
571,TCK-KJXJQ5N,Medium,Resolved,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-08-20,2024-08-29,charlie,2024-08-20 00:23:27
572,TCK-V8OGA0X,High,Resolved,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-03-16,2024-03-19,alice,2024-03-16 09:07:27
573,TCK-7ZCGDC5,High,Resolved,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-09-21,2024-10-03,edward,2024-09-21 04:10:31
574,TCK-TAO1CJF,Low,Closed,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-10,2024-10-20,edward,2024-10-10 04:58:08
575,TCK-X5LIKWE,Low,Closed,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-24,2024-08-03,fatima,2024-07-24 11:54:35
576,TCK-4BX4LR9,High,Resolved,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-10,2024-08-18,henry,2024-08-10 16:54:09
577,TCK-TJQ8ZGV,High,Resolved,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-02-21,2024-02-25,alice,2024-02-21 17:38:58
578,TCK-WWUSXLM,Medium,Open,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-12-04,,diana,2024-12-04 16:47:50
579,TCK-T2PNJKA,Low,Open,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-05-23,,alice,2024-05-23 02:29:03
580,TCK-34MQA78,High,Resolved,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-03-09,2024-03-22,irene,2024-03-09 03:00:19
581,TCK-RAPKIAN,Medium,Open,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-04-08,,george,2024-04-08 19:58:03
582,TCK-OUOF0ON,Low,In Progress,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-25,,george,2024-01-25 23:55:17
583,TCK-JPI163Y,Critical,Open,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-22,,edward,2024-02-22 08:49:17
584,TCK-K03O4GK,Critical,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-05-30,,george,2024-05-30 15:56:13
585,TCK-WWJWGAB,Medium,Resolved,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-05-23,2024-05-31,bob,2024-05-23 05:06:23
586,TCK-TGDJZ0I,Low,Closed,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-02-26,2024-03-10,diana,2024-02-26 17:08:27
587,TCK-FRML29Q,High,Open,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-02-08,,george,2024-02-08 10:09:47
588,TCK-2L48C1C,Medium,Resolved,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-18,2024-04-25,charlie,2024-04-18 05:52:30
589,TCK-QG433E1,Medium,Closed,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-06-29,2024-07-03,bob,2024-06-29 06:12:39
590,TCK-I1P0BQ1,Medium,Open,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-11,,bob,2024-02-11 00:39:27
591,TCK-S9RYLLW,Medium,Resolved,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-07-04,2024-07-06,alice,2024-07-04 22:05:59
592,TCK-B7SJWH5,Medium,In Progress,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-10,,edward,2024-08-10 03:39:34
593,TCK-5HEWLGJ,Medium,In Progress,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-05-01,,fatima,2024-05-01 06:27:10
594,TCK-E2AB2RV,Medium,Closed,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-05-12,2024-05-14,fatima,2024-05-12 10:42:34
595,TCK-NDFDW79,Medium,Open,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-06-11,,irene,2024-06-11 04:31:12
596,TCK-WCXZ2EI,Medium,Resolved,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-08-02,2024-08-13,diana,2024-08-02 19:27:58
597,TCK-9212PGY,Low,Resolved,Security,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-08,2024-08-15,alice,2024-08-08 14:13:49
598,TCK-ME6RPKZ,Critical,Open,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-22,,fatima,2024-08-22 06:07:59
599,TCK-GGM0J36,Low,Resolved,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-26,2024-12-02,edward,2024-11-26 02:49:29
600,TCK-TCFKJNA,Low,Closed,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-05-25,2024-06-01,fatima,2024-05-25 00:24:29
601,TCK-WNGA41I,High,Open,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-08-26,,charlie,2024-08-26 09:56:55
602,TCK-ZXTNSRT,Medium,Closed,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-03-16,2024-03-23,bob,2024-03-16 05:35:19
603,TCK-WLXDSC4,Medium,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-09,2024-01-17,fatima,2024-01-09 16:02:37
604,TCK-E5HRDU4,High,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-03-14,2024-03-28,alice,2024-03-14 13:02:15
605,TCK-XSZJNVC,Medium,Resolved,Access,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-09-09,2024-09-21,george,2024-09-09 06:28:42
606,TCK-7HR6C2C,Critical,In Progress,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-17,,george,2024-08-17 07:53:19
607,TCK-U7ONZ3J,High,Closed,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-07,2024-01-08,george,2024-01-07 01:15:14
608,TCK-BCK88D0,Low,Closed,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-06-22,2024-07-03,alice,2024-06-22 19:22:49
609,TCK-TGSIWG0,High,Resolved,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-20,2024-05-31,diana,2024-05-20 07:52:13
610,TCK-ODWMQX5,Low,Resolved,Hardware,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-06-16,2024-06-27,george,2024-06-16 16:05:41
611,TCK-GGOMF9P,Medium,Resolved,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-06-18,2024-06-20,irene,2024-06-18 01:44:19
612,TCK-ML9LN1P,Low,In Progress,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-10-09,,edward,2024-10-09 23:06:43
613,TCK-0VUH17J,Medium,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-01,2024-05-02,bob,2024-05-01 19:02:14
614,TCK-8QO09VS,Critical,Resolved,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-12,2024-07-19,george,2024-07-12 23:20:18
615,TCK-9KKH4A3,Medium,Resolved,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-05,2024-01-17,alice,2024-01-05 03:44:33
616,TCK-YJTU7FB,Critical,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-01-29,2024-02-04,george,2024-01-29 14:13:19
617,TCK-MENUI3D,Medium,In Progress,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-06-13,,fatima,2024-06-13 11:13:32
618,TCK-O7002G3,Low,Open,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-12-04,,george,2024-12-04 16:09:54
619,TCK-YU6VK0U,High,Open,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-15,,charlie,2024-05-15 01:54:30
620,TCK-CC1M3O5,Medium,In Progress,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-12-30,,charlie,2024-12-30 21:46:47
621,TCK-5IXVA1N,Medium,Resolved,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-11-16,2024-11-29,george,2024-11-16 00:10:11
622,TCK-KBTFSHB,Low,Resolved,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-07,2024-12-21,bob,2024-12-07 01:46:18
623,TCK-0OQVSHK,Medium,Resolved,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-24,2024-05-26,alice,2024-05-24 13:44:25
624,TCK-OECUBOD,High,In Progress,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-11-22,,irene,2024-11-22 07:20:42
625,TCK-S1EEURX,Medium,Resolved,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-04,2024-08-08,irene,2024-08-04 09:05:28
626,TCK-HW0IC1L,High,In Progress,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-10-27,,george,2024-10-27 13:38:25
627,TCK-7DYPMLV,Medium,In Progress,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-05-11,,george,2024-05-11 08:41:05
628,TCK-AK9W9PF,Low,Resolved,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-10-18,2024-10-22,charlie,2024-10-18 07:16:52
629,TCK-B3HN14E,Medium,Closed,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-10,2024-03-14,bob,2024-03-10 03:19:38
630,TCK-B8753AY,Low,In Progress,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-09-08,,george,2024-09-08 00:35:02
631,TCK-EQAHTHS,Critical,Open,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-10-01,,irene,2024-10-01 15:21:10
632,TCK-JR0FZAU,Medium,Open,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-12-29,,alice,2024-12-29 01:01:02
633,TCK-XBGK2WB,Low,Open,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-06-30,,diana,2024-06-30 00:31:48
634,TCK-XANJ4X5,Critical,Resolved,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-06-15,2024-06-24,fatima,2024-06-15 12:16:26
635,TCK-A5XIN9D,Low,In Progress,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-03-31,,george,2024-03-31 06:59:45
636,TCK-L5TGSQ7,High,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-07-20,2024-07-28,george,2024-07-20 02:18:00
637,TCK-AITMOFM,Medium,In Progress,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-12-11,,bob,2024-12-11 08:01:50
638,TCK-MWI9S3W,Low,Open,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-19,,diana,2024-01-19 03:31:01
639,TCK-563BTKF,Medium,In Progress,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-02-08,,edward,2024-02-08 06:06:44
640,TCK-6XDN8WW,Critical,Open,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-05-05,,alice,2024-05-05 06:04:55
641,TCK-IIF86LT,Medium,In Progress,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-06-21,,alice,2024-06-21 01:36:08
642,TCK-HET25LZ,Medium,Open,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-05-20,,charlie,2024-05-20 15:08:04
643,TCK-SE99F77,Low,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-29,2024-09-01,charlie,2024-08-29 18:39:34
644,TCK-LU8EL50,Medium,Open,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-07,,henry,2024-08-07 03:55:14
645,TCK-15OOP76,High,Closed,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-05,2024-05-12,irene,2024-05-05 11:54:39
646,TCK-7J2DG1W,Medium,In Progress,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-02-27,,alice,2024-02-27 11:44:54
647,TCK-JUIIYMY,Medium,Resolved,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-27,2024-05-30,bob,2024-05-27 20:27:49
648,TCK-RSVZN4R,Medium,Resolved,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-11-12,2024-11-17,bob,2024-11-12 22:49:14
649,TCK-EGB1AJO,Medium,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-12-26,2024-12-31,diana,2024-12-26 06:54:04
650,TCK-091C795,Low,Resolved,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-01-01,2024-01-05,bob,2024-01-01 22:44:37
651,TCK-RLQIOB0,Medium,Resolved,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-12-13,2024-12-27,george,2024-12-13 07:32:27
652,TCK-NLW0VS5,Medium,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-07-08,2024-07-10,irene,2024-07-08 19:43:22
653,TCK-2SQ3B9S,High,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-07-09,2024-07-17,george,2024-07-09 14:23:01
654,TCK-O0USWBK,High,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-11-07,2024-11-20,fatima,2024-11-07 15:34:43
655,TCK-OK3QPWB,High,Open,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-04-26,,alice,2024-04-26 04:23:54
656,TCK-SF3Q0E2,High,In Progress,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-05-13,,irene,2024-05-13 08:27:42
657,TCK-7ZEOQGV,Medium,Resolved,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-27,2024-03-12,edward,2024-02-27 07:47:00
658,TCK-ZHQJY62,Medium,Resolved,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-02-13,2024-02-27,edward,2024-02-13 03:51:18
659,TCK-ZEEQNSN,Medium,Resolved,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-06-21,2024-06-30,fatima,2024-06-21 12:58:57
660,TCK-2S8NN16,Low,Resolved,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-08,2024-06-10,irene,2024-06-08 11:46:24
661,TCK-UXF5GZP,Low,Closed,Access,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-06-21,2024-06-22,henry,2024-06-21 06:19:16
662,TCK-L1QWEEH,Low,In Progress,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-11-12,,henry,2024-11-12 00:32:45
663,TCK-WJQ4TA5,Medium,In Progress,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-10-29,,henry,2024-10-29 14:38:29
664,TCK-IVROCVI,Medium,In Progress,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-28,,alice,2024-05-28 23:48:40
665,TCK-TWU3BFX,Medium,In Progress,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-03-20,,alice,2024-03-20 11:30:50
666,TCK-B4Y4K7B,Critical,Resolved,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-07-31,2024-08-11,henry,2024-07-31 00:26:10
667,TCK-PGYVYV2,Medium,Open,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-21,,edward,2024-07-21 14:10:11
668,TCK-GQU7DKN,Low,Resolved,Access,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-09-08,2024-09-17,irene,2024-09-08 07:44:47
669,TCK-NCPTKEZ,Low,In Progress,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-08-16,,bob,2024-08-16 16:42:12
670,TCK-JSSZWD0,High,Resolved,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-06-12,2024-06-26,irene,2024-06-12 08:00:48
671,TCK-W9RY79K,Medium,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-08-14,2024-08-15,henry,2024-08-14 02:24:12
672,TCK-VLS9MEU,Low,In Progress,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-05-26,,irene,2024-05-26 23:57:20
673,TCK-SWRGVZ9,Critical,Resolved,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-20,2024-01-22,diana,2024-01-20 10:08:17
674,TCK-AAWE429,Medium,In Progress,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-16,,alice,2024-02-16 23:39:49
675,TCK-OMUWAHK,Low,Open,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-20,,alice,2024-08-20 22:42:57
676,TCK-2LSLAYM,Medium,In Progress,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-10-31,,edward,2024-10-31 13:26:02
677,TCK-0WBGLMY,Critical,Open,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-01-14,,bob,2024-01-14 01:35:59
678,TCK-62XRW6T,Medium,In Progress,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-05-22,,henry,2024-05-22 02:27:05
679,TCK-M2O04K0,Low,Resolved,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-01,2024-01-14,edward,2024-01-01 07:57:27
680,TCK-LTHY25M,Medium,Resolved,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-02-23,2024-03-08,edward,2024-02-23 14:58:03
681,TCK-8KB9W4U,High,Resolved,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-15,2024-09-19,bob,2024-09-15 10:58:42
682,TCK-OV51ZLB,Medium,Open,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-05-23,,george,2024-05-23 21:48:14
683,TCK-ORIQ8HK,Medium,Resolved,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-12,2024-01-15,henry,2024-01-12 18:11:20
684,TCK-E226PAR,Medium,In Progress,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-25,,alice,2024-11-25 03:42:24
685,TCK-SG70S1F,Low,In Progress,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-11,,bob,2024-08-11 19:31:18
686,TCK-537YE0Q,Critical,Closed,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-09-28,2024-10-05,diana,2024-09-28 20:43:26
687,TCK-ZSA7YVD,Low,Open,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-12-23,,edward,2024-12-23 06:14:33
688,TCK-QBSXLUL,Critical,Resolved,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-06-04,2024-06-12,bob,2024-06-04 09:10:22
689,TCK-6LGJLPE,Medium,Resolved,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-01-08,2024-01-16,alice,2024-01-08 03:26:58
690,TCK-FJAWSHM,Critical,In Progress,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-05-01,,irene,2024-05-01 21:50:25
691,TCK-LFZKICW,Medium,Open,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-12-13,,alice,2024-12-13 11:48:33
692,TCK-MPEQYDB,Medium,Open,Access,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-06-12,,diana,2024-06-12 22:58:09
693,TCK-PGVV4ZW,Medium,Closed,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-03-30,2024-04-03,bob,2024-03-30 14:08:50
694,TCK-L3ZYT91,High,In Progress,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-05-15,,diana,2024-05-15 04:50:23
695,TCK-QE37QQY,Medium,In Progress,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-04,,henry,2024-07-04 12:05:22
696,TCK-ZQII4W6,Critical,In Progress,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-11-11,,henry,2024-11-11 06:23:00
697,TCK-OZX25QB,Low,Resolved,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-06-26,2024-07-10,irene,2024-06-26 23:07:57
698,TCK-RMQG1VE,Low,Open,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-28,,edward,2024-01-28 11:34:36
699,TCK-D32LX2T,High,In Progress,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-08-07,,george,2024-08-07 17:33:13
700,TCK-OOWT9NM,Medium,Resolved,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-12-22,2024-12-29,charlie,2024-12-22 02:27:29
701,TCK-3V2P2TI,Medium,Closed,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-02-10,2024-02-11,diana,2024-02-10 12:12:02
702,TCK-XC7URVQ,Critical,In Progress,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-15,,irene,2024-08-15 00:38:33
703,TCK-T3G8CD3,Medium,In Progress,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-10,,alice,2024-07-10 22:09:21
704,TCK-1NRXD35,Low,In Progress,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-05-24,,bob,2024-05-24 21:18:01
